player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Michael Hall Jr.,145076,DI,CLV,8,0,8,4,11,0,3,6,0,37.1,56,9,8,0,1,1,0,96.8,153,158,16,5.6,0,1,5,0,62.9,95,7,4.2,1,2,1,1,3,2
Andrew Billings,10756,DI,CHI,8,0,6,2,11,0,0,1,0,5.5,7,1,7.1,0,0,0,0,98.6,136,138,14,5.5,0,2,9,0,94.5,120,12,5.4,1,2,1,1,2,1
Sam Okuayinonu,101425,ED,SF,16,0,28,3,17,0,1,11,1,48.3,113,14,7.1,2,3,2,1,98.3,235,239,23,5.5,0,2,5,0,51.7,121,8,3.7,1,2,2,3,5,4
Karl Brooks,76941,DI,GB,18,2,12,3,21,2,2,6,1,45.1,128,10,4.7,2,3,1,2,98.3,290,295,28,5.5,0,1,15,1,54.9,156,18,6.4,2,6,4,4,9,5
Dayo Odeyingbo,56923,ED,IND,17,0,14,13,25,0,10,21,3,73.7,302,33,5.8,2,5,3,3,99.8,416,417,42,5.5,0,3,4,0,26.3,108,8,4.2,1,1,0,4,7,3
Malcolm Roach,50191,DI,DEN,18,2,10,5,18,2,2,11,4,49,127,14,5.9,1,0,0,6,97.4,264,271,26,5.5,0,3,6,2,51,132,11,4.9,2,3,3,3,3,3
DeMarcus Walker,11806,ED,CHI,17,3,6,12,23,1,0,4,0,12.4,49,4,4.1,0,0,0,3,97.1,396,408,39,5.4,2,12,19,3,87.6,347,35,5.6,4,5,2,4,5,2
Solomon Thomas,11758,DI,NYJ,16,0,22,2,16,0,1,9,2,59.8,144,14,6.3,4,3,0,3,99.6,242,243,22,5.4,0,1,7,1,40.2,97,8,4.1,0,1,3,4,4,3
Tyquan Lewis,48475,ED,IND,10,0,14,3,12,0,1,5,0,47.9,81,6,3.7,0,0,0,2,98.3,177,180,17,5.4,0,2,5,2,52.1,88,9,6.3,2,1,0,2,1,0
Kingsley Enagbare,82409,ED,GB,18,1,12,4,17,1,2,9,3,57.5,164,13,4.6,2,3,1,4,90.5,285,315,26,5.4,0,2,8,1,42.5,121,13,6.6,3,5,2,5,8,3
Tershawn Wharton,40292,DI,KC,20,0,16,5,28,0,4,15,1,57.8,238,24,6.1,5,4,0,3,97.3,475,488,42,5.4,0,1,10,2,42.2,174,13,4.3,2,3,1,9,9,2
Will Harris,51336,S,NO,13,0,20,0,3,0,0,0,0,53.6,15,0,0,0,0,0,0,5.5,28,507,3,5.4,0,0,3,0,46.4,13,3,11.5,0,0,0,0,0,0
Leonard Taylor III,143953,DI,NYJ,14,1,22,1,6,0,1,5,1,37.3,38,7,10.5,1,1,2,1,100,102,102,9,5.4,1,0,1,0,62.7,64,2,2.3,1,0,0,2,1,2
L.J. Collier,48822,DI,ARZ,17,0,1,4,21,0,1,11,1,59.9,182,14,4.4,2,3,3,1,100,308,308,29,5.4,0,3,10,0,40.1,122,14,6.1,1,1,0,4,5,3
Jamin Davis,57905,ED,NYJ,8,0,22,0,3,0,0,2,0,47.7,21,2,4.8,0,0,1,1,80.7,46,57,4,5.4,0,0,1,0,52.3,23,2,6.5,1,1,0,1,1,1
Felix Anudike-Uzomah,122582,ED,KC,20,0,16,4,7,0,0,2,1,18.6,33,2,3,0,0,1,2,95.2,180,189,15,5.3,0,3,5,1,81.4,144,12,5.6,4,5,4,4,5,5
Nick Cross,97514,S,IND,17,0,14,0,2,0,0,1,1,57.9,11,1,4.5,0,0,0,1,3.1,19,612,2,5.3,0,0,1,0,42.1,8,1,6.3,0,0,0,0,0,0
Malik Harrison,28081,LB,BLT,17,0,3,2,3,0,1,1,1,42.2,19,2,5.3,0,0,1,2,22.6,47,208,5,5.3,0,1,2,1,57.8,26,3,5.8,0,1,1,0,1,2
Mike Danna,48415,ED,KC,16,1,16,4,20,0,0,3,0,8.4,28,4,8.9,1,1,0,1,92.6,339,366,30,5.3,1,3,17,1,91.6,307,25,4.9,5,6,3,6,7,3
Arik Armstead,9450,ED,JAX,17,1,15,5,29,1,5,23,1,88.7,315,30,5.1,2,6,6,2,99.4,356,358,36,5.3,0,0,6,1,11.3,40,6,7.5,0,1,1,2,7,7
Thomas Incoom,145694,ED,CAR,4,0,5,1,1,0,0,1,0,38.9,7,1,7.1,0,0,0,1,82.6,19,23,2,5.3,0,1,0,1,61.1,11,1,4.5,0,0,0,0,1,1
Malcolm Rodriguez,60731,LB,DET,9,0,11,0,1,0,0,0,0,47.8,22,2,9.1,2,2,0,0,23.6,47,199,3,5.3,0,0,1,0,52.2,24,1,2.1,0,0,0,2,2,0
Jordan Battle,98857,S,CIN,15,0,7,1,1,0,0,1,0,84.2,16,1,3.1,0,0,0,0,6.7,19,282,2,5.3,0,1,0,0,15.8,3,1,16.7,0,0,0,0,0,0
Derek Barnett,11769,ED,HST,18,0,13,3,11,0,0,1,0,13.7,31,2,4.8,1,1,0,0,100,226,226,19,5.3,0,3,10,0,86.3,195,17,5.4,4,4,0,5,5,0
Pat Jones II,43974,ED,MIN,15,3,18,4,13,1,3,8,2,49.8,147,13,5.1,2,2,0,4,91.1,296,325,24,5.2,2,1,5,2,50.2,148,11,5.4,5,6,1,7,8,1
Dallas Turner,146604,ED,MIN,17,0,18,2,7,0,1,4,0,38.5,55,6,6.4,1,1,1,0,73.3,143,195,12,5.2,0,1,3,0,61.5,88,6,4.5,2,2,0,3,3,1
Ogbo Okoronkwo,50130,ED,CLV,16,4,8,4,17,1,4,14,4,64.1,166,20,6.6,2,2,0,5,96.7,261,270,24,5.2,3,0,3,1,35.9,93,4,2.7,1,2,2,3,4,2
Bryan Bresee,122142,DI,NO,17,0,20,7,23,0,1,8,0,47.2,184,11,3.5,2,4,2,2,99.1,440,444,38,5.2,0,5,12,2,52.8,206,22,6.6,5,4,1,8,10,4
Anfernee Jennings,25449,ED,NE,16,1,19,6,22,0,4,14,1,63.6,208,20,5.3,2,1,0,1,81.3,327,402,31,5.2,1,2,8,0,36.4,119,11,5,1,1,0,3,2,0
Chris Williams,87178,DI,CHI,17,0,6,6,8,0,2,3,1,47.1,90,6,3.9,1,1,0,2,98.5,194,197,17,5.2,0,4,5,1,52.9,101,11,6.4,2,3,1,3,4,1
Boogie Basham,44320,ED,NYG,4,1,21,1,3,1,0,3,0,82.1,32,3,4.7,0,0,0,0,100,39,39,4,5.1,0,1,0,0,17.9,7,1,7.1,0,0,0,0,0,0
Chauncey Golston,42718,ED,DAL,17,2,9,2,28,1,1,18,1,57.9,250,23,5.4,4,5,4,1,99.1,432,436,37,5.1,1,1,10,0,42.1,182,14,4.7,3,4,3,7,9,7
Myles Adams,28430,DI,DET,7,0,11,0,3,0,0,1,0,45.8,22,2,6.8,1,1,1,0,98,49,50,4,5.1,0,0,2,0,54.2,26,2,3.8,0,0,0,1,1,1
Byron Cowart,50588,DI,CHI,15,0,6,2,7,0,1,5,1,42.8,59,7,6.8,1,1,0,1,99.3,148,149,12,5.1,0,1,2,0,57.2,79,5,4.4,2,2,0,3,3,0
Uchenna Nwosu,50084,ED,SEA,6,0,29,5,4,0,1,2,0,43,46,3,3.3,0,1,1,0,87,107,123,10,5.1,0,4,2,0,57,61,7,6.6,1,1,0,1,2,1
Quinton Jefferson,10781,DI,BUF,14,1,4,2,10,1,2,7,0,75.5,117,11,5.6,2,2,0,0,99.4,157,158,14,5.1,0,0,3,0,24.5,38,3,3.9,0,0,1,2,2,1
Roger McCreary,83176,CB,TEN,15,0,31,0,1,0,0,1,0,66.7,20,1,2.5,0,0,0,0,7.7,30,391,2,5,0,0,0,0,33.3,10,1,10,1,1,0,1,1,0
Ezekiel Turner,49167,LB,DET,7,0,11,1,0,0,0,0,0,40,4,0,0,0,0,0,0,12.5,10,80,1,5,0,1,0,0,60,6,1,8.3,0,0,0,0,0,0
Emmanuel Ogbah,10666,ED,MIA,16,0,17,5,22,0,1,10,3,37,143,13,5.2,2,3,1,5,88.2,387,439,33,5,0,4,12,2,63,244,20,4.9,4,4,1,6,7,2
Deatrich Wise Jr.,11886,ED,NE,15,2,19,3,12,0,1,6,0,32.9,82,10,7.9,3,3,0,0,100,249,249,20,5,2,2,6,0,67.1,167,10,3.6,2,2,0,5,5,0
William Gholston,7908,DI,TB,18,1,30,2,6,1,0,6,1,51,51,6,5.9,0,0,0,1,100,100,100,9,5,0,2,0,0,49,49,3,4.1,1,3,2,1,3,2
Myles Murphy,122154,ED,CIN,13,0,7,3,17,0,2,16,2,87.3,178,18,5.1,0,1,1,2,91.5,204,223,20,4.9,0,1,1,0,12.7,26,2,3.8,0,0,0,0,1,1
Daron Payne,48698,DI,WAS,19,0,32,3,30,0,2,26,1,81,349,33,5.4,5,7,2,1,99.8,440,441,38,4.9,0,1,3,0,19,82,4,2.4,0,0,0,5,7,2
Cameron Jordan,6176,ED,NO,17,1,20,3,21,1,3,19,1,90.5,295,26,5.1,4,6,3,1,97.6,326,334,28,4.9,0,0,2,0,9.5,31,2,3.2,0,1,0,4,7,3
Lukas Van Ness,129482,ED,GB,18,0,12,3,13,0,0,2,0,8.6,21,2,4.8,0,0,0,0,95.7,243,254,20,4.9,0,3,11,0,91.4,222,18,5,4,3,1,4,3,1
Javon Kinlaw,56834,DI,NYJ,17,0,22,4,21,0,3,18,0,85.2,306,26,5.1,5,6,2,0,99.4,360,362,30,4.9,0,1,3,0,14.8,53,4,3.8,0,0,1,5,6,3
Leo Chenal,101463,LB,KC,20,0,16,1,10,0,1,9,2,60.4,67,10,7.5,0,1,1,2,42.8,115,269,11,4.8,0,0,1,0,39.6,44,1,1.1,0,1,1,0,2,2
Byron Murphy II,131252,DI,SEA,14,1,29,0,20,1,0,10,0,48.4,108,11,5.6,1,1,0,2,99.1,230,232,21,4.8,0,0,10,2,51.6,115,10,4.3,0,1,1,1,2,1
J.J. Russell,57958,LB,TB,13,1,30,0,2,1,0,0,0,31.6,6,0,0,0,0,0,0,11.4,21,185,2,4.8,0,0,2,0,68.4,13,2,7.7,0,0,0,0,0,0
Darius Muasau,86008,LB,NYG,13,0,21,1,1,0,1,1,1,57.9,11,2,9.1,0,0,0,1,10,21,211,2,4.8,0,0,0,0,42.1,8,0,0,0,0,0,0,0,0
Josh Paschal,57908,ED,DET,15,0,11,7,24,0,3,16,2,54.9,201,21,5.7,2,5,3,2,96.3,366,380,33,4.8,0,4,8,0,45.1,165,12,3.6,0,0,1,2,5,4
Preston Smith,9471,ED,PIT,17,0,25,1,12,0,0,3,1,31.8,77,6,5.8,3,2,0,1,90.6,242,267,18,4.8,0,1,9,0,68.2,165,12,4.2,2,3,3,5,5,3
Bud Dupree,9455,ED,LAC,18,0,27,5,16,0,3,2,0,21.9,75,6,4.7,1,2,2,2,94.8,343,362,27,4.8,0,2,14,2,78.1,268,21,4.9,5,7,2,6,9,4
Kamu Grugier-Hill,10842,LB,MIN,10,0,18,0,2,0,0,2,0,57.1,12,2,8.3,0,0,0,0,17.6,21,119,2,4.8,0,0,0,0,42.9,9,0,0,0,0,0,0,0,0
Harold Landry III,48600,ED,TEN,17,4,31,5,15,4,5,15,2,97.5,384,29,4.9,9,11,6,2,82.1,394,480,29,4.8,0,0,0,0,2.5,10,0,0,0,0,0,9,11,6
Yasir Abdullah,77100,LB,JAX,12,0,15,1,7,0,1,0,0,17.8,13,1,3.8,0,0,0,1,78.5,84,107,8,4.8,0,0,6,1,82.2,60,6,5,0,3,3,0,3,3
Naquan Jones,44363,DI,ARZ,12,1,1,1,5,0,1,3,0,53.8,64,5,4.7,1,1,0,0,100,129,129,9,4.7,1,0,0,0,46.2,55,2,3.6,2,3,1,3,4,1
Joe Tryon-Shoyinka,58272,ED,TB,16,1,30,2,20,0,0,10,1,53,148,10,3.4,0,2,3,1,76.4,279,365,24,4.7,1,2,10,0,47,131,14,6.1,2,2,1,2,4,4
Matthew Judon,10780,ED,ATL,17,1,2,2,15,0,1,9,0,53.1,162,12,4.3,2,3,1,1,78.5,306,390,23,4.7,1,1,6,1,46.9,143,11,5.2,4,6,3,6,9,4
Teair Tart,82261,DI,LAC,18,0,27,4,13,0,3,7,2,49.5,96,10,5.2,0,0,0,2,100,202,202,18,4.7,0,1,6,0,50.5,98,8,4.6,1,3,4,1,3,4
Bruce Hector,48759,DI,NYJ,6,0,22,0,2,0,0,2,0,41.9,18,2,5.6,0,0,0,0,100,43,43,3,4.7,0,0,0,0,58.1,25,1,4,1,1,0,1,1,0
Morgan Fox,11184,DI,LAC,18,0,27,2,26,0,2,8,0,44.6,164,14,5.5,4,4,0,1,97.9,379,387,32,4.7,0,0,15,1,55.4,204,15,3.7,0,0,0,4,4,0
Tommy Togiai,82501,DI,HST,10,0,13,0,7,0,0,3,0,35.3,49,4,5.1,1,2,1,1,99.3,139,140,10,4.7,0,0,4,1,64.7,90,6,4.4,2,4,3,3,6,4
D.J. Davidson,56523,DI,NYG,12,0,21,0,6,0,0,5,1,47.6,50,6,7,1,1,0,1,97.2,106,109,8,4.7,0,0,1,0,52.4,55,2,2.7,1,2,1,2,3,1
Neville Gallimore,28094,DI,LA,16,0,26,1,5,0,1,4,0,74.8,98,7,4.6,2,2,0,0,100,131,131,9,4.6,0,0,1,0,25.2,33,2,4.5,1,1,1,3,3,1
Jer'Zhan Newton,129420,DI,WAS,19,2,32,5,16,2,2,8,2,37.2,94,10,5.3,0,1,2,2,100,270,270,23,4.6,0,1,7,0,62.8,159,10,3.8,2,4,2,2,5,4
Dante Stills,76937,DI,ARZ,16,0,1,3,14,0,2,9,3,45.8,135,12,4.8,1,1,1,5,100,295,295,22,4.6,0,1,5,2,54.2,160,10,4.4,4,4,1,5,5,2
Khalil Davis,48988,DI,SF,12,0,28,1,7,0,1,4,2,39.4,41,5,6.1,0,0,0,2,100,108,108,9,4.6,0,0,3,0,60.6,63,4,4,1,1,0,1,1,0
Sebastian Joseph-Day,49935,DI,TEN,17,0,31,3,10,0,1,6,1,48.5,100,7,3.5,0,0,0,1,98.6,206,209,16,4.6,0,2,4,0,51.5,106,9,5.7,3,3,0,3,3,0
Dane Jackson,32989,CB,CAR,9,0,5,0,1,0,0,1,1,45.5,5,1,10,0,0,0,1,6.1,11,181,1,4.5,0,0,0,0,54.5,6,0,0,0,0,0,0,0,0
Nick Vigil,10721,LB,DAL,4,0,9,0,1,0,0,1,0,72.7,8,1,6.3,0,0,0,0,15.7,11,70,1,4.5,0,0,0,0,27.3,3,0,0,0,0,0,0,0,0
Neil Farrell Jr.,56401,DI,MIA,7,0,17,1,2,0,1,1,0,43.8,14,2,7.1,0,0,0,0,100,33,33,3,4.5,0,0,1,0,56.3,18,1,2.8,0,0,0,0,0,0
Jordan Phillips,9485,DI,BUF,12,1,4,2,5,1,1,2,0,54.5,55,3,2.7,0,0,1,0,100,101,101,8,4.5,0,1,3,0,45.5,46,5,6.5,1,1,0,1,1,1
Eku Leota,82363,ED,PIT,3,0,25,0,0,0,0,0,0,13.6,3,0,0,0,0,0,0,81.5,22,27,1,4.5,0,0,0,0,86.4,19,1,5.3,1,3,2,1,3,2
Janarius Robinson,42447,ED,LV,10,0,23,1,3,0,0,0,0,22.7,15,1,6.7,1,1,0,0,95.7,66,69,5,4.5,0,1,3,0,77.3,51,4,3.9,0,1,1,1,2,1
Micheal Clemons,56872,ED,NYJ,17,1,22,5,14,0,0,2,0,23.8,72,4,4.2,2,2,0,1,99,302,305,23,4.5,1,5,12,1,76.2,230,19,4.6,2,2,2,4,4,2
Myles Bryant,43336,CB,HST,7,0,13,0,1,0,0,0,0,54.5,6,0,0,0,0,0,1,10.5,11,105,1,4.5,0,0,1,1,45.5,5,1,10,0,0,0,0,0,0
Travis Jones,76914,DI,BLT,18,0,3,6,28,0,1,12,1,45.8,164,13,4,0,1,2,2,98.8,403,408,35,4.5,0,3,16,1,54.2,194,20,5.4,1,1,0,1,2,2
Ventrell Miller,57809,LB,JAX,15,0,15,0,1,0,0,1,0,54.5,6,1,8.3,0,0,0,0,4.8,11,228,1,4.5,0,0,0,0,45.5,5,0,0,0,0,0,0,0,0
Ji'Ayir Brown,129767,S,SF,17,0,28,0,1,0,0,0,0,27.3,3,0,0,0,0,0,0,2.3,11,470,1,4.5,0,0,1,0,72.7,8,1,6.3,0,0,0,0,0,0
Patrick O'Connor,12005,DI,DET,12,1,11,0,9,0,0,4,1,42.3,47,5,6.4,1,1,0,2,99.2,123,124,10,4.5,1,0,5,1,57.7,64,5,3.9,0,0,0,1,1,0
Shelby Harris,8869,DI,CLV,14,2,8,2,16,0,0,3,0,25.6,64,4,3.9,1,2,1,1,98,251,256,20,4.4,2,2,13,1,74.4,186,16,4.6,1,1,1,2,3,2
Malik Herring,56616,ED,KC,12,0,16,2,6,0,0,4,0,44.3,39,4,5.1,0,0,0,0,96.8,90,93,8,4.4,0,2,2,0,55.7,49,4,4.1,0,0,0,0,0,0
Fred Warner,51222,LB,SF,17,0,28,0,3,0,0,2,0,51.6,16,2,6.3,0,0,0,1,6.3,34,537,3,4.4,0,0,0,0,48.4,15,0,0,0,0,0,0,0,0
Scott Matlock,82482,DI,LAC,17,1,27,0,4,1,0,1,0,39.7,27,1,1.9,0,0,0,0,100,68,68,5,4.4,0,0,3,0,60.3,41,4,6.1,1,1,0,1,1,0
Dominique Robinson,61436,ED,CHI,6,0,6,1,2,0,1,2,1,64.7,22,3,6.8,0,0,0,1,100,34,34,3,4.4,0,0,0,0,35.3,12,0,0,0,0,0,0,0,0
B.J. Hill,49894,DI,CIN,15,2,7,4,25,2,3,20,3,78.7,274,25,4.9,2,2,1,3,98.5,400,406,32,4.4,0,0,3,0,21.3,74,4,3.4,1,2,2,3,4,3
Payton Wilson,77127,LB,PIT,18,0,25,2,1,0,2,0,0,51.5,17,2,5.9,0,0,1,0,10.4,35,336,3,4.3,0,0,0,0,48.5,16,0,0,0,0,1,0,0,2
Tremaine Edmunds,50905,LB,CHI,17,0,6,1,1,0,1,0,0,52.5,21,2,7.1,1,1,0,0,8.4,47,559,3,4.3,0,0,0,0,47.5,19,0,0,0,0,0,1,1,0
Payton Turner,56624,ED,NO,15,1,20,1,10,0,1,8,1,67.8,118,10,4.7,1,2,1,1,99.4,174,175,13,4.3,1,0,2,0,32.2,56,3,3.6,1,1,0,2,3,1
Charles Harris,11777,ED,PHI,12,0,24,4,9,0,0,0,0,14.2,31,1,3.2,1,3,2,1,87.3,219,251,16,4.3,0,4,9,1,85.8,187,15,4.5,2,2,0,3,5,2
Logan Hall,76919,DI,TB,17,1,30,5,11,0,3,5,1,53.4,174,11,4,3,2,1,1,98.8,329,333,22,4.3,1,2,6,0,46.6,152,11,4.6,3,4,1,6,6,2
Grady Jarrett,9570,DI,ATL,17,4,2,9,20,2,2,11,3,50.8,191,17,5.5,4,4,2,3,98.6,435,441,33,4.3,2,6,7,0,49.2,185,13,3.5,0,0,0,4,4,2
A'Shawn Robinson,10680,DI,CAR,16,1,5,2,17,0,0,1,0,5.9,20,1,2.5,0,0,1,2,99.7,340,341,24,4.3,1,2,16,1,94.1,319,23,4.4,5,7,3,5,7,4
Roy Robertson-Harris,11341,DI,SEA,17,0,29,3,11,0,1,4,0,28.6,60,5,4.2,0,0,0,1,96.8,210,217,16,4.3,0,2,7,1,71.4,150,11,4.3,2,2,0,2,2,0
Kenny Clark,10661,DI,GB,18,2,12,4,29,0,2,15,1,56,218,18,4.4,1,2,2,1,98.8,405,410,34,4.3,2,2,14,0,44,171,16,4.7,0,0,0,1,2,2
Jose Ramirez,56323,ED,TB,3,0,30,1,1,0,0,0,0,17.4,4,0,0,0,0,0,0,95.8,23,24,2,4.3,0,1,1,0,82.6,19,2,5.3,0,0,0,0,0,0
Roy Lopez,48676,DI,ARZ,16,1,1,2,15,0,0,0,0,44.4,48,0,0,0,0,0,2,100,223,223,18,4.3,0,2,4,1,55.6,60,7,6.7,1,2,1,1,2,1
DeShon Elliott,28854,S,PIT,16,0,25,1,1,0,1,1,0,66.7,16,2,6.3,0,0,0,0,4.8,24,499,2,4.2,0,0,0,0,33.3,8,0,0,0,0,0,0,0,0
Sam Hubbard,48457,ED,CIN,14,1,7,6,10,0,6,10,3,91,212,18,4.7,2,3,2,3,89.8,237,264,18,4.2,1,0,0,0,9,21,0,0,0,0,0,2,3,2
Marshawn Kneeland,98344,ED,DAL,11,0,9,4,7,0,0,3,0,32.6,43,3,3.5,0,0,0,0,95.7,132,138,11,4.2,0,4,4,0,67.4,89,8,4.5,0,1,1,0,1,1
T.Y. McGill,10156,DI,CLV,2,1,8,1,0,0,1,0,0,75,9,1,5.6,0,0,1,0,100,12,12,1,4.2,1,0,0,0,25,3,0,0,0,0,0,0,0,1
Tavius Robinson,124147,ED,BLT,19,1,3,8,6,1,6,5,0,58.9,156,13,4.8,2,2,2,0,93.6,265,283,18,4.2,0,2,1,0,41.1,109,5,3.2,2,3,1,4,5,3
Jeremiah Pharms Jr.,156117,DI,NE,16,1,19,3,14,0,0,6,0,29.8,70,6,4.3,0,0,0,1,100,249,249,19,4.2,1,3,8,1,70.2,165,13,4.5,2,2,3,2,2,3
Brian Asamoah II,77195,LB,MIN,3,0,18,0,1,0,0,0,0,45.5,5,0,0,0,0,0,0,46.2,12,26,1,4.2,0,0,0,0,54.5,6,0,0,0,0,0,0,0,0
DaQuan Jones,8747,DI,BUF,19,1,4,4,19,0,3,6,1,46.3,158,12,4.7,3,3,3,3,100,345,345,26,4.2,1,1,13,2,53.7,183,14,3.8,0,1,1,3,4,4
Neville Hewitt,9836,LB,HST,14,0,13,1,0,0,0,0,0,50,5,0,0,0,0,1,0,6.2,12,195,1,4.2,0,1,0,0,50,5,1,10,0,0,0,0,0,1
Adam Gotsis,10697,ED,IND,5,1,14,2,1,1,1,1,0,38.9,14,2,7.1,0,0,0,0,100,36,36,3,4.2,0,1,0,0,61.1,22,1,2.3,0,1,1,0,1,1
D.J. Jones,11953,DI,DEN,18,0,10,1,15,0,1,12,2,57.1,137,14,5.5,1,1,2,3,97.6,244,250,18,4.1,0,0,3,1,42.9,103,4,2.4,1,2,1,2,3,3
Ben Stille,43555,DI,ARZ,5,0,1,0,4,0,0,2,0,34.7,25,2,4,0,0,0,0,100,74,74,5,4.1,0,0,2,0,65.3,47,3,4.3,1,1,0,1,1,0
Austin Booker,144990,ED,CHI,17,1,6,3,5,1,1,1,0,35.9,52,3,3.8,1,1,1,2,94.2,145,154,10,4.1,0,2,4,2,64.1,93,7,4.3,1,3,4,2,4,5
DJ Reader,10800,DI,DET,16,0,11,6,13,0,4,7,1,49.4,123,11,4.5,0,0,0,1,99.4,306,308,22,4.1,0,1,4,0,50.6,126,7,3.6,2,2,0,3,3,0
Jordan Davis,94854,DI,PHI,21,1,24,0,12,0,0,2,0,15.5,32,2,3.1,0,2,2,1,100,218,218,15,4.1,1,0,10,1,84.5,175,12,4,2,3,1,3,7,4
Braiden McGregor,129586,ED,NYJ,7,0,22,0,3,0,0,2,0,43.2,16,2,6.3,0,0,0,0,100,37,37,3,4.1,0,0,1,0,56.8,21,1,2.4,0,1,1,0,1,1
Jihad Ward,10678,DI,MIN,18,2,18,14,16,1,4,9,1,47.1,165,13,3.9,0,1,1,1,98.5,394,400,31,4.1,1,5,3,0,52.9,185,9,2.7,1,1,0,1,2,1
John Ridgeway,66694,DI,NO,13,1,20,0,9,0,0,5,0,53.5,54,5,4.6,0,0,0,0,100,110,110,9,4.1,1,0,2,0,46.5,47,2,2.1,0,0,0,0,0,0
Elijah Chatman,97568,DI,NYG,17,1,21,2,16,0,0,6,0,42.1,102,7,3.9,1,2,2,0,98.4,247,251,19,4,1,2,10,0,57.9,140,12,4.3,0,0,0,1,2,2
Ben Niemann,51099,LB,DET,11,0,11,0,2,0,0,1,0,61.9,13,1,3.8,0,0,0,0,26.9,25,93,2,4,0,0,0,0,38.1,8,0,0,0,0,0,0,0,0
DeShawn Williams,9891,DI,CAR,12,2,5,3,12,2,2,9,0,60.6,123,12,5.3,1,2,3,0,98.6,213,216,16,4,0,1,2,0,39.4,80,3,1.9,0,0,0,1,2,3
David Ojabo,101420,ED,BLT,15,1,3,4,6,0,3,5,1,48.6,88,9,5.7,1,1,0,1,90,181,201,12,3.9,1,1,1,0,51.4,93,3,2.2,1,2,2,2,3,2
Dawuane Smoot,11823,ED,BUF,14,1,4,6,8,0,3,4,0,66.5,145,8,3.1,1,1,0,1,97,229,236,16,3.9,1,3,3,1,33.5,73,7,5.5,1,1,1,2,2,1
Adam Butler,12214,DI,LV,17,1,23,5,20,0,1,9,0,27.7,119,12,5.9,2,3,3,1,94.5,480,508,31,3.9,1,4,8,1,72.3,311,15,2.9,3,7,7,6,11,11
Christian Wilkins,50293,DI,LV,5,0,23,3,4,0,3,4,1,95.7,134,9,4.1,2,4,2,1,95.3,141,148,9,3.9,0,0,0,0,4.3,6,0,0,0,0,0,2,4,2
Cory Durden,56976,DI,NYG,4,0,21,0,3,0,0,3,0,60,21,3,7.1,0,0,0,0,100,38,38,3,3.9,0,0,0,0,40,14,0,0,0,0,0,0,0,0
Eddie Goldman,9472,DI,ATL,17,0,2,2,7,0,0,3,1,55,66,3,2.3,0,0,0,1,100,140,140,10,3.9,0,1,3,0,45,54,5,5.6,1,1,0,1,1,0
Julian Love,51081,S,SEA,17,0,29,0,1,0,0,1,0,61.5,8,1,6.3,0,0,0,0,2.1,13,634,1,3.8,0,0,0,0,38.5,5,0,0,0,0,0,0,0,0
Poona Ford,48875,DI,LAC,18,0,27,8,13,0,5,8,1,63.5,214,15,4,2,6,4,2,99.4,351,353,24,3.8,0,2,4,1,36.5,123,6,2.4,0,1,1,3,8,5
Charles Omenihu,50612,ED,KC,9,0,16,1,11,0,1,4,1,43.6,89,6,3.9,1,2,1,1,97.7,209,214,14,3.8,0,0,6,0,56.4,115,7,3.5,1,2,1,2,4,2
Folorunso Fatukasi,38558,DI,HST,13,0,13,2,9,0,0,5,0,40.9,70,6,5,1,2,1,2,100,172,172,12,3.8,0,2,4,2,59.1,101,6,3,0,1,1,1,3,2
Chris Wormley,11829,DI,BLT,1,0,3,0,1,0,0,1,0,69.2,9,1,5.6,0,0,0,0,100,13,13,1,3.8,0,0,0,0,30.8,4,0,0,0,0,0,0,0,0
Khalen Saunders,31534,DI,NO,13,3,20,3,9,1,1,6,0,50.6,84,7,4.2,0,1,1,0,97.7,212,217,14,3.8,2,1,3,0,49.4,82,6,4.9,2,2,0,2,3,2
DeMarvin Leal,98919,ED,PIT,5,0,25,1,1,0,0,1,0,30.8,8,1,6.3,0,0,1,0,92.9,26,28,2,3.8,0,1,0,0,69.2,18,1,2.8,0,0,0,0,0,1
T'Vondre Sweat,99321,DI,TEN,17,2,31,2,19,1,1,8,0,45.2,142,10,3.9,1,2,1,1,96.5,333,345,23,3.8,1,1,10,1,54.8,172,12,3.8,1,2,1,2,4,2
Maason Smith,146774,DI,JAX,11,2,15,0,11,1,0,3,1,40.9,92,4,2.7,1,1,0,2,99.6,225,226,14,3.8,1,0,8,1,59.1,133,10,4.5,2,3,1,3,4,1
Linval Joseph,5571,DI,DAL,17,1,9,1,3,1,1,1,0,29.5,31,3,6.5,1,1,0,0,100,109,109,6,3.7,0,0,2,0,70.5,74,3,2.7,1,1,0,2,2,0
David Onyemata,10754,DI,ATL,17,0,2,2,14,0,1,8,1,50.9,146,10,3.8,1,1,0,3,98.7,296,300,19,3.7,0,1,6,2,49.1,141,9,3.9,2,4,2,3,5,2
